Country,Code,X,Y,Arrival_Requirement,Quarantine_Requirement
Chagos Archipelagio,IOT,72.459611,-7.40237,,
Chile,CHL,-71.21981,-35.226443,"COVID-19 negative certification is required for entering the country. 

All travellers (including Chileans, resident and authorised non-resident foreign nationals) require a negative PCR test SARS-COV2 (rapid PCR or antigen tests will not be accepted) taken within 72-hours of boarding the flight to enter Chile. Children under 2 years old are exempt. <br>
Additionally, an <a href=""https://c19.cl/llegada-internacional.html"">affidavit (Declaración Jurada)</a> must be completed before entry. This will generate a QR-code by separate email, which must be shown on arrival.
","Self-isolation at own accommodation.

 From 1 October, the Chilean government’s new <a href=""https://saludresponde.minsal.cl/plan-frontera-protegida/"">‘Fronteras Protegidas’ (</a> Protected Borders) Plan will be in force. <br>

 for all travellers: Strict quarantine in private or declared residence
          Quarantine of 5 days for travellers with a Mobility Pass <br>
•        Quarantine of 7 days travellers without a Mobility Pass <br>
•        If traveller chooses to quarantine in a hotel, they cannot leave the hotel room <br>
•        All other residents at the registered quarantine address must also quarantine for the same length of time <br>
•        The traveller may be required to undergo a PCR or antigen test at any time during the 14 days following arrival, including at the airport. 


"
China,CHN,104.140337,32.309904,"COVID-19 negative certification required for entering the country.

Entry into China is subject to the certification of a Health Declaration Form from a Chinese Embassy for which you must provide evidence of negative nucleic acid and IgM antibody tests for COVID-19 taken no more than 48 hours before you travel. ","Quarantine requirement at government designated site.

Following health checks on arrival, you will then need to enter quarantine for at least 14 days. At some points of entry children 14 and over will be required to quarantine alone irrespective of whether they test positive or negative for COVID. <br>
You will be separated from your child if one of you tests positive for coronavirus.  Non-residents may be charged for their care. <br>
Quarantine is usually spent at either a centralised government hotel (with costs covered by the traveller) or your home. Quarantine requirements can change at short notice and may differ from province to province."
China/India,"CHN, IND",79.333961,32.875909,,
Christmas Island,CXR,105.637062,-10.485213,,
Clipperton Island,PYF,-109.21719,10.303389,,
Cocos (Keeling) Islands,CCK,96.829094,-12.18439,,
Colombia,COL,-73.079481,3.904939,"COVID-19 negative certification is required for entering the country. 

Arrivals to Colombia are subject to mandatory entry requirements:<br>
- you cannot enter Colombia if you have symptoms of COVID-19, have tested positive or have been in close contact with someone who has tested positive in the last 14 days;<br>
- between 24 hours and 1 hour before departure, you must <a href=""https://apps.migracioncolombia.gov.co/pre-registro/public/preregistro.jsf"">fill out the ‘Check-Mig’ form</a>, available on the Migración Colombia website. You will receive a confirmation email that you will need to present upon arrival in Colombia.<br>","No declared quaraintine requirement.
"
Comoros,COM,43.354136,-11.66225,COVID-19 negative certification required for entering the country.,"Quarantine requirement outside the country.

Passengers arriving from or having transited through China or Japan face entry travel restrictions or quarantine.  Travelers from counties with confirmed cases of COVID-19 may be required to have spent a period a period of 14 days in quarantine in a country that is free from COVID-19."
Congo,COG,15.221024,-0.840003,"COVID-19 negative certification required for entering the country. 

All passengers arriving in the Republic of Congo by commercial flights should provide proof of a negative coronavirus (COVID-19) test undertaken within 72 hours upon entry, with the exception of children under 11 years of age. Passengers who do not present a negative COVID-19 test upon entry will undertake a COVID-19 test at the airport, and need to self-isolate for 14 days, pending the results.
All passengers departing from the Republic of Congo by commercial flights need to provide proof of a negative coronavirus test, undertaken within 72 hours prior to departure, with the exception of children under 11 years of age. ","Quarantine requirement at government designated site or self-isolation at home. 

Passengers who do not present a negative COVID-19 test upon entry will undertake a COVID-19 test at the airport, and are required to self-isolate for 14 days, pending the results. "
Cook Islands,COK,-159.77791,-21.23477,"COVID-19 negative certification required for entering New Zealand.

The New Zealand Government will require all travellers to New Zealand (except those from Australia, Antarctica and most Pacific islands) to have a COVID-19 test taken and a negative result returned within 72 hours of their first scheduled international flight. 
","Quarantine requirement outside territory.
The Cook Islands have restricted the entry of all travelers except for Cook Islanders and Cook Islands Permit Holders who have been present in New Zealand for at least 30 days and whose main purpose of travel is to return home, or to take up or resume employment."
Costa Rica,CRI,-84.193641,9.974905,"COVID-19 negative certification not required / not known. 

You will still need to buy <a href=""https://www.visitcostarica.com/en/costa-rica/statement-costa-rica-tourism-board-covid-19"">insurance with specific cover requirements</a> and complete an <a href=""https://salud.go.cr/"">advance epidemiological information form</a>.","Self-isolation at own accommodation- subject to categorisation.

Costa Rican Nationals and Legal Residents who enter the country may be required to self-isolate for 14-days. They should complete the <a href=""https://salud.go.cr/"">epidemiological information form</a> which will specify the exact actions to be taken. Tourists entering from 1 August, under the amended restrictions stated above, will not be required to self-isolate. "
Côte d'Ivoire,CIV,-5.552758,7.622364,"COVID-19 negative certification required. 

 You have to take the PCR test within 3 days (72 hours) of departure. You will get the test result within 48 hours. When the test is negative, the certificate is available <a href=""https://attestationcovid.ci/"">online</a>.","Self-isolation at own accommodation. 
You may be advised to self-isolate in your own accommodation for 14 days on arrival in Côte d’Ivoire."
Croatia,HRV,17.958746,45.451704,"COVID-19 negative certification required. 
According to Croatian authorities, travellers from the UK will be required to fill in the passenger locator form and present proof of accommodation booking. In addition, they will also be required to present a valid vaccination document that shows that the second dose has been administered within a year and at least two weeks before their arrival, or present proof that they have fully recovered from the virus and have taken the second dose of a vaccine within eight months of testing positive for the virus.<br>
Entering this country without the EU Digital COVID certificate or with a certificate not compliant with national requirements. <br>
All travellers arriving from the countries of the European Union or from a Schengen Associated Country, who do not hold an EU Digital COVID Certificate, will be allowed entry into the Republic of Croatia if they have the following: Proof of vaccination, Proof of recovery from COVID-19, Negative result to a COVID-19 test. Both PCR and Rapid Antigen tests (RAT) are accepted. Validity: PCR test results must not be older than 72 hours, RAT test result must not be older than 48 hours.<br>
Children under 12 years old travelling with their parents / guardians are exempt from the obligation to present a negative PCR test result and to self-isolate if their parents / guardians have a valid EU Digital COVID certificate, or a negative PCR or rapid antigen test result, or a certificate of vaccination or recovery from COVID-19.<br> 
A negative PCR test result not older than 48 hours and they have to stay in mandatory self-isolation for 14 days (Republic of South Africa, Zanzibar (Tanzania), Brazil), or
a negative PCR test result not older than 72 hours or a negative rapid antigen test result not older than 48 hours, regardless of their vaccination status and recovery (Great Britain, Cyprus, Russian Federation, India).This provision also refers to countries and/or regions of Schengen Member States and Schengen associated countries which are on the red or dark red list of the European Centre for Disease Prevention and Control if the Croatian Institute of Public Health listed them as countries to which special epidemiological measures apply.<br>
The duration of self-isolation may be shortened for passengers arriving from the countries for which quarantine is mandatory if they take a PCR test for SARS-CoV-2 at their own expense at an institution authorised for testing no sooner than the seventh day of self-isolation, and the test result comes back negative.


","Self-isolation at own accommodation- subject to PCR.
All persons coming from <a href=""https://www.hzjz.hr/wp-content/uploads/2020/03/Popis-dr%C5%BEava-za-koje-se-pri-dolasku-u-Republiku-Hrvatsku-primjenjuju-posebne-epidemiolo%C5%A1ke-mjere-prilikom-prelaska-granice.pdf"">countries subject to special epidemiological measures</a> are obliged to present a negative PCR test not older than 48 hours and undergo a mandatory self-isolation for 14 days. Individuals may shorten the duration of self-isolation if, on day 7 of self-isolation at the earliest, they perform a PCR test for SARS-CoV-2 at their own expense at an authorised facility, and the test result is negative.<br>
Holders of EUDCC can enter Croatia without being subject to further restrictions (testing or quarantine). <br>
All travellers arriving from the countries of the European Union or from a Schengen Associated Country, who do not yet hold an EU Digital COVID Certificate, will be allowed entry into the Republic of Croatia, exceptionally, if they have one of the following: Proof of vaccination, Proof of recovery from COVID-19 or Negative result to a COVID-19 test.
Both PCR and Rapid Antigen tests (RAT) are accepted. Validity: PCR test results must not be older than 72 hours, RAT test results must not be older than 48 hours. <br>
In lack of a valid certificate, travellers will have to perform, upon arrival in Croatia, a PCR or rapid antigen test at their own expenses, with the obligation to stay in self-isolation until they receive a negative result. If testing cannot be performed, a 10-day quarantine is imposed.<br>
Entering this country without the EU Digital COVID certificate or with a certificate not compliant with national requirements: in lack of a valid certificate, travellers will have to perform, upon arrival in Croatia, a PCR or rapid antigen test at their own expenses, with the obligation to stay in self-isolation until they receive a negative result. <br>
A negative PCR test result not older than 48 hours and they have to stay in mandatory self-isolation for 14 days (Republic of South Africa, Zanzibar (Tanzania), Brazil), or
a negative PCR test result not older than 72 hours or a negative rapid antigen test result not older than 48 hours, regardless of their vaccination status and recovery (Great Britain, Cyprus, Russian Federation, India).This provision also refers to countries and/or regions of Schengen Member States and Schengen associated countries which are on the red or dark red list of the European Centre for Disease Prevention and Control if the Croatian Institute of Public Health listed them as countries to which special epidemiological measures apply.<br>
The duration of self-isolation may be shortened for passengers arriving from the countries for which quarantine is mandatory if they take a PCR test for SARS-CoV-2 at their own expense at an institution authorised for testing no sooner than the seventh day of self-isolation, and the test result comes back negative.
If testing cannot be performed, a 10-day quarantine is imposed.<br>
In order to be allowed to enter Croatia, travellers from third-countries are required to have one of the following:<br>
- a certificate of paid accommodation in a hotel, campsite, rented vessel or another form of tourist accommodation, or they must be owners of houses or vessels in Croatia;<br>
- a valid EU Digital COVID certificate.<br> 

"
Cuba,CUB,-79.54237,22.094607,"COVID-19 negative certification required. 

From 1 January 2021, everyone travelling to Cuba must have a certified proof of a negative result of a PCR test taken within 72 hours before travel at an accredited testing centre. 
Everyone arriving into Cuba will have a PCR test on arrival.","Self-isolation at own accommodation- subject to PCR.
If your PCR test is positive you will have to go into hospital or centre being run by Ministry of Public Health. Anyone who is travelling with you will have to self-isolate and have another PCR test.<br>
Independent travellers will have to self-isolate if they are staying in private accommodation until they receive notification their PCR test was negative. <br>
Cuban nationals and foreign residents will be given a PCR test on arrival and must self isolate and have a further PCR test on their fifth day.

"
Curaçao,CUW,-69.056155,12.230503,"COVID-19 negative certification is required.

Each visitor entering Curaçao will need to show a negative result from a certified COVID-19 PCR-test and carry a printed document of proof with them. The test is taken at a maximum of 72 hours prior to departure at an accredited laboratory. You will be required to upload the negative test results of the COVID-19 PCR-test on dicardcuracao.com before departure. 
","Quarantine requirement at government designated site. 
Passengers must have not travelled to another country where there is a high-risk of COVID-19 infections or have been in contact with a person who has tested positively for COVID-19 within 14 days prior to arrival. If this is the case, you will be placed in mandatory quarantine."
Cyprus,CYP,33.221964,35.05631,"COVID-19 negative certification required for entering the country. 
<br>
Cyprus is accepting ""EU Digital COVID certificates"" (EUDCC) since 1 July 2021. Holders of a vaccination-based or recovery-based EUDCC will be exempt from any additional testing upon entering Cyprus, irrespective of the colour categorisation of their country of departure. Holders of a test-based EUDCC will need to follow the measures based on the colour categorisation of their country of departure or of the country they have visited within the last 14 days before their travel (if it is categorised as a higher risk country). Between 1 July and 15 August 2021, the use of EUDCC is not compulsory for travel from EU or Schengen Associated countries. Prior to travel, holders of an EUDCC need to fill out all required information on the Cyprus Flight Pass Platform. Travelers may still be subject to random testing upon arrival and are still obliged to follow all destination protocols.<br>
Entering this country without the EU Digital COVID certificate.<br>
-Travel from countries classified as ""green"": Travellers arriving from countries classified as ""green"" can enter Cyprus without being subject to any isolation or test requirement, also in case of transit through high-risk countries, provided that no overnight stay has taken place (as well as no stay has taken place in such countries in the last 14 days).<br>
- Travellers arriving from countries classified as ""orange"" or ""red"" are subject to the requirement for a pre-departure negative PCR test. The test must be taken within 72 hours prior to arrival. Additionally, travellers from countries classified as ""red"" are subject to a second test upon their arrival, at their own expenses. People arriving from ""red"" countries falling under categories 1-3 above must remain in self-isolation for 72 hours and, after that, they must undergo a second PCR test at their own expenses. If the last test is negative, isolation is ended. Children under the age of 12 are exempted from the testing requirement.<br> 
- Travellers arriving from countries classified as ""grey"": All other travellers arriving from countries classified as ""GREY"" are subject to the requirement for a pre-departure negative PCR test. The test must be taken within 72 hours prior to the flight departure. In addition, they must complete a compulsory self-isolation of 14 days. Self-isolation may be shortened by taking a PCR test on day 7 of the isolation period.
","Self-isolation at own accommodation- subject to category. <br>
Cyprus is accepting ""EU Digital COVID certificates"" (EUDCC) since 1 July 2021. Holders of a vaccination-based or recovery-based EUDCC will be exempt from any additional testing upon entering Cyprus, irrespective of the colour categorisation of their country of departure. Between 1 July and 15 August 2021, the use of EUDCC is not compulsory for travel from EU or Schengen Associated countries. Prior to travel, holders of an EUDCC need to fill out all required information on the Cyprus Flight Pass Platform. Travelers may still be subject to random testing upon arrival and are still obliged to follow all destination protocols.<br>
Entering this country without the EU Digital COVID certificate.<br>
-Travel from countries classified as ""green"": travellers arriving from countries classified as ""green"" can enter Cyprus without being subject to any isolation or test requirement, also in case of transit through high-risk countries, provided that no overnight stay has taken place (as well as no stay has taken place in such countries in the last 14 days).<br>
Travellers arriving from countries NOT classified as ""GREEN"" can enter Cyprus without being subject to any isolation or test requirement in case they have been fully vaccinated.<br>
- Travellers arriving from countries classified as ""orange"" or ""red"" are subject to the requirement for a pre-departure negative PCR test. The test must be taken within 72 hours prior to arrival. Additionally, travellers from countries classified as ""red"" are subject to a second test upon their arrival, at their own expenses. Travellers from countries classified as ""ORANGE"" or ""RED"" shall remain in mandatory self-isolation until they receive the test result.<br>
People arriving from ""RED"" countries falling under categories 1-3 above must remain in self-isolation for 72 hours and, after that, they must undergo a second PCR test at their own expense. If the last test is negative, isolation is ended.<br>
- Travellers from countries classified as ""grey"" must complete a compulsory self-isolation of 14 days. Self-isolation may be shortened by taking a PCR test on day 7 of the isolation period. The test result must be sent to the following email address: monada@mphs.moh.gov.cy <br>
All travellers who test positive will be placed in compulsory confinement for 14 days. Children under the age of 12 are exempted from the testing requirement.



"
Czechia,CZE,15.331513,49.73914,"COVID-19 negative certification required for entering the country- subject to category.<br>
If you have not been fully vaccinated, you are only allowed to enter the Czech Republic for essential reasons, must also present a negative RT-PCR test result that has been taken no  longer than 72 hours before departure. People who are resident in the Czech Republic can also present an antigen test which has been carried out no more than 48 hours prior to the start of travel. <br>
The Czech Republic will start accepting ""EU Digital COVID certificates"" (EUDCC) from 1 July 2021. Holders of EUDCC will be allowed to enter the Czech Republic, without being subject to further restrictions (testing or quarantine), at the condition that their certificate contains either. <br>
Entering this country without the EU Digital COVID certificate: <br>
Travellers from ""Dark Red"" and ""Grey"" countries must present a PCR test. Furthermore, travellers from ""Grey"" countries must also undergo another PCR test within 24 hours from the arrival. <br>
Additionally, all travellers from ""Orange"", ""Red"", ""Dark Red"" and ""Grey"" countries must wear an FFP2 respirator for 14 days after the arrival.
The following restrictions apply to travellers who have stayed more than 12 hours in the last 14 days in the country of departure, and who will stay in Czechia for more than 12 hours: <br> 
•     Low-risk (green) countries: Travellers arriving from countries classified as ""green"" are not subject to testing or isolation requirements. If travellers are unable to provide proof of full vaccination cycle, they must present negative pre-departure antigen (48 hours) / PCR (72 hours) test before or after arrival (within 5 days). <br><br>
•     Medium-risk (orange) countries: Travellers arriving by public transportation are subject to a pre-departure COVID-19 test (PCR taken 72 hours before departure, or antigen test taken 24 hours before departure); <br>
Travellers arriving by individual transportation are subject to a COVID-19 test (either PCR or antigen) within 5 days from arrival; <br>
People vaccinated against Covid-19 in the Czech Republic, Slovakia, Germany, Austria, Poland, Hungary and Slovenia, after 22 days from the first dose of the vaccine, are allowed to travel from medium-risk EU+ countries without being subject to testing or isolation requirements after arrival.<br><br>
•     High-risk (red) countries: Travellers arriving by public transportation are subject to a pre-departure COVID-19 test (PCR taken 72 hours before departure, or antigen test taken 24 hours before departure) and to self-isolation until the negative result of a PCR test taken within 5 days from arrival;<br>
Travellers arriving by individual transportation are subject to self-isolation until the negative result of a PCR test taken within 5 days from arrival;<br>
People vaccinated against Covid-19 in the Czech Republic, Slovakia, Germany, Austria, Poland, Hungary and Slovenia, after 22 days from the first dose of the vaccine, are allowed to travel from high-risk EU+ countries without being subject to testing or isolation requirements after arrival. <br><br>
•     Very high-risk (dark red) countries: Travellers arriving both by public or individual transportation are subject to a pre-departure COVID-19 test (PCR taken 72 hours before departure, or antigen test taken 24 hours before departure) and to self-isolation until the negative result of a PCR test taken no earlier than 5 days after arrival. <br>
<br>
•     Travel from ""extreme risk"" (gray) countries: Travellers arriving both by public or individual transportation are subject to a pre-departure COVID-19 test (PCR taken 72 hours before departure, or antigen test taken 24 hours before departure) and to self-isolation until the negative result of a PCR test taken within 24 hours from arrival, plus a second PCR test taken no earlier than 10 days after arrival. <br>
The entry requirements specified above do not apply to land transit (up to 12 hours), travel from neighbouring countries (up to 24 hours), cross-border workers, diplomatic missions (up to 72 hours) or children under the age of 6.","Quarantine requirements: 
The Czech Republic will start accepting ""EU Digital COVID certificates"" (EUDCC) from 1 July 2021. Holders of EUDCC will be allowed to enter the Czech Republic, without being subject to further restrictions (testing or quarantine), at the condition that their certificate contains either. <br>
On arrival in the Czech Republic, you must self-isolate for at least 5 days, before undertaking a further RT-PCR test between 5-7 days after arrival, unless you are exempt (see below). A negative test result ends this period of self-isolation. If you test negative, you will need to wear a FFP2 standard facemask or higher when you are outdoors (available in Czech pharmacies and known in Czech as a “respirátor”) after ending self-isolation up until 14 days after arrival. You are also required to fill in a Passenger Locator Form and present it upon arrival. You should consult your airline operator before travelling. You are allowed to transit the Czech Republic, but you need to present either a negative RT-PCR test result (no older than 72 hours before departure), or a negative antigen test result (no older than 48 hours before departure) upon entry.
Entering this country without the EU Digital COVID certificate: <br>
Travellers from ""Dark Red"" and ""Grey"" countries must present a PCR test. Furthermore, travellers from ""Grey"" countries must also undergo another PCR test within 24 hours from the arrival. <br>
Additionally, all travellers from ""Orange"", ""Red"", ""Dark Red"" and ""Grey"" countries must wear an FFP2 respirator for 14 days after the arrival.
The following restrictions apply to travellers who have stayed more than 12 hours in the last 14 days in the country of departure, and who will stay in Czechia for more than 12 hours: <br> 
•     Low-risk (green) countries: Travellers arriving from countries classified as ""green"" are not subject to testing or isolation requirements. Exception from testing for:
Persons who had COVID-19 in a EU+ country in the last 180 days (it is necessary to have the digital EU certificate or a written medical certificate from the EU+ country where the isolation was completed); Persons fully vaccinated in a EU+ country if at least 14 days from the last dose have elapsed (the digital EU certificate or a national certificate are required); Czech citizens and EU+ citizens fully vaccinated in a third country with the EMA approved vaccination if at least 14 days from the last dose have elapsed (a certificate is required, whose sample is published on the Ministry of Health website).<br>
•     Medium-risk (orange) countries: Travellers arriving by public transportation are subject to a pre-departure COVID-19 test (PCR taken 72 hours before departure, or antigen test taken 24 hours before departure); Travellers arriving by individual transportation are subject to a COVID-19 test (either PCR or antigen) within 5 days from arrival; <br>
People vaccinated against Covid-19 in the Czech Republic, Slovakia, Germany, Austria, Poland, Hungary and Slovenia, after 22 days from the first dose of the vaccine, are allowed to travel from medium-risk EU+ countries without being subject to testing or isolation requirements after arrival.<br><br>
•     High-risk (red) countries: Travellers arriving by public transportation are subject to a pre-departure COVID-19 test (PCR taken 72 hours before departure, or antigen test taken 24 hours before departure) and to self-isolation until the negative result of a PCR test taken within 5 days from arrival;<br>
Travellers arriving by individual transportation are subject to self-isolation until the negative result of a PCR test taken within 5 days from arrival;<br>
People vaccinated against Covid-19 in the Czech Republic, Slovakia, Germany, Austria, Poland, Hungary and Slovenia, after 22 days from the first dose of the vaccine, are allowed to travel from high-risk EU+ countries without being subject to testing or isolation requirements after arrival. <br><br>
•     Very high-risk (dark red) countries: Travellers arriving both by public or individual transportation are subject to a pre-departure COVID-19 test (PCR taken 72 hours before departure, or antigen test taken 24 hours before departure) and to self-isolation until the negative result of a PCR test taken no earlier than 5 days after arrival. <br>
<br>
•     Travel from ""extreme risk"" (gray) countries: Travellers arriving both by public or individual transportation are subject to a pre-departure COVID-19 test (PCR taken 72 hours before departure, or antigen test taken 24 hours before departure) and to self-isolation until the negative result of a PCR test taken within 24 hours from arrival, plus a second PCR test taken no earlier than 10 days after arrival. <br>
The entry requirements specified above do not apply to land transit (up to 12 hours), travel from neighbouring countries (up to 24 hours), cross-border workers, diplomatic missions (up to 72 hours) or children under the age of 6."
Dekelia,xUK,33.789214,35.01813,,
Democratic People's Republic of Korea,PRK,127.180425,40.146267,COVID-19 negative certification not required / not known,"Quarantine requirement at government designated site.
 All entries into DPRK are subject to quarantine measures of 30 days in a government designated facility."
Democratic Republic of the Congo,COD,23.655976,-2.876871,"COVID-19 negative certification required for entering the country.

Travellers aged 11 and above need to provide proof of a negative coronavirus test upon entry to DRC and/or proof of vaccination against COVID-19. The test result date must be within the 72 hours prior to your arrival date. In addition, the Congolese Civil Aviation Authority has announced that all passengers, even those vaccinated, will be subjected to a PCR COVID-19 test at the airport upon arrival. Passengers are therefore invited, prior to boarding in the country of departure, to register online at on the <a href=""https://inrbcovid.com/index.php/user/home#googtrans(en%7Cen)"">National Institute of Biomedical Research website</a> to obtain a QR code to be presented on arrival at the sampling centre at the airport.","Quarantine requirement at government designated site- subject to PCR.

Travelers are required to self-quarantine until they receive a negative test result following the sample collection at the airport, which they usually receive within 24 hours. The authorities may request travelers for information or ask them to quarantine if the test result is positive."
Denmark,DNK,9.357947,56.264252,"COVID-19 negative certification required for entering the country.
Entering this country with the EU Digital COVID certificate: If you are resident in an EU or Schengen country you can enter Denmark if you are fully vaccinated, newly tested or recovered from COVID-19 (or previously infected). You can document this through your EU Digital COVID certificate or by other means of documentation.
Fully vaccinated people are exempt from the requirements to be tested and isolate on arrival in Denmark unless they have been in a red country/region during the 10 days preceding their arrival.<br>
Foreigners who do not have permanent residence in or a residence permit to Denmark must be able to present a negative PCR test taken no more than 72 hours before the time of entry or an antigen test taken no more than 48 hours before the time of entry. <br>
*Travel from countries classified as yellow: All entrants must take a second test (antigen or PCR) upon arrival. The test can be taken at the airport if travelling by plane or no later than 24 hours after entering Denmark if entering by crossing a land or sea border. Persons previously infected with COVID-19 are exempt from the testing requirements if they can present a positive PCR test performed at least 2 weeks and at most 12 months before the time of entry. Fully vaccinated persons who have permanent residency in an EU or Schengen country, or in Andorra, San Marino, Monaco, the Vatican City, an OECD member state (including Greenland and the Faroe Islands) or in a yellow third country, are also exempt from the testing requirements. These travellers are required to hold an EU Digital COVID certificate or to document vaccination by other valid means. You are considered to be fully vaccinated once you have been vaccinated with a vaccine approved by EMA. Children under 16 years old, as well as cargo personnel, aircrew and other transport categories, are exempt from the testing requirement. <br>
*Travel from countries classified as ""orange"" or ""red"": Foreigners resident abroad and travelling from ""orange"" or ""red"" countries must demonstrate a ""worthy purpose"" to enter Denmark. If not fully vaccinated, they must also present a negative PCR test taken no more than 72 hours before entry.<br>
You are covered by the exemptions for persons previously infected with COVID-19 if you can present a positive PCR-test performed at least 2 weeks and at most 12 months before the time of entry into Denmark. If you are not fully vaccinated or previously infected with COVID-19, a pre-departure negative PCR test (taken within 72 hours prior to arrival) or a negative rapid antigen test (taken within 48 hours prior to arrival) are required. For travellers coming from a yellow country or region, a second test upon arrival is also required. The test can be taken at the airport if travelling by plane or no later than 24 hours after entering Denmark if entering by crossing a land- or sea border. Tests are free and widely available in Denmark.<br>
If you are not fully vaccinated or previously infected with COVID-19, a pre-departure negative PCR test (taken within 72 hours prior to arrival) or a negative rapid antigen test (taken within 48 hours prior to arrival) are required. For travellers coming from a yellow country or region, a second test upon arrival is also required. The test can be taken at the airport if travelling by plane or no later than 24 hours after entering Denmark if entering by crossing a land- or sea border. Tests are free and widely available in Denmark.<br>
Entering this country without the EU Digital COVID certificate or with a certificate not compliant with national requirements: the latest information on travel restrictions currently in place in Denmark is available at <a href=""https://en.coronasmitte.dk/rules-and-regulations/entry-into-denmark/categorization-of-countries#heading3"">Travel rules (coronasmitte.dk)</a>.<br>
The requirement to test before boarding an aircraft is applicable to everyone, including Danish citizens and foreigners residing in Denmark or holding a Danish residence permit. 
Travellers are subject to the requirement for a pre-departure negative COVID-19 test. The test must be taken within 48 hours prior to departure. There are currently no speciﬁc requirements as to the type of COVID-19 test (rapid antigen and PCR are accepted). Additionally, all entrants must take a second test (antigen or PCR) no later than 24 hours after entering Denmark. Children under 16 years old, as well as cargo personnel, aircrew and other transport categories, are exempt from the testing requirement.<br> The lateshttps://en.coronasmitte.dk/rules-and-regulations/entry-into-denmark/categorization-of-countries#heading3t information on travel restrictions currently in place in Denmark is available at<a href="""">Travel rules (en.coronasmitte.dk)</a>. 



","Self-isolation at own accommodation. <br>
All persons resident in EU or Schengen countries can enter Denmark regardless of their purpose. Persons travelling from EU or Schengen countries are also exempt from the requirement to isolate after entry into Denmark as all EU and Schengen countries are categorized as either green or yellow.<br>
There is no requirement for tourists arriving from green and yellow countries in the EU and Schengen Area, as well as those arriving from yellow third countries, to have a worthy purpose for entry to Denmark or to otherwise isolate on arrival.<br>
All travellers who have been in a red country or region (excluding transit) 10 days before entry must take a test and isolate on arrival in Denmark. Foreigners permanently residing in red countries must present a PCR test taken no more than 72 hours before entering Denmark. There are currently no countries or regions categorized as red.<br>
If you are subject to the requirement to self-isolate, you should as a rule self-isolate for 10 days. You may stop self-isolating after obtaining a negative PCR test taken no earlier than on the fourth day after entry. If you were in a red country or region between and 5 and 10 days prior to your arrival in Denmark, then your isolation may be broken following a negative PCR test taken immediately on arrival. Danish business travellers returning to Denmark from a business trip to an orange country are not required to self-isolate after returning to Denmark. And they don’t need to self-isolate outside working hours, either. Foreign business travellers from orange countries attending a business meeting in Denmark are also exempt from the self-isolation requirement after entry. The people concerned are still required to be tested in accordance with the rules otherwise in force. Children up to the age of 17 years old accompanying people who have been previously infected with COVID-19 or who are fully vaccinated are not subject to the requirements to take a test and isolate following their arrival in Denmark.<br>
Entering this country with the EU Digital COVID certificate: If you are resident in an EU or Schengen country you can enter Denmark if you are fully vaccinated, newly tested or recovered from COVID-19 (or previously infected). You can document this through your EU Digital COVID certificate or by other means of documentation.
Fully vaccinated people are exempt from the requirements to be tested and isolate on arrival in Denmark unless they have been in a red country/region during the 10 days preceding their arrival. The Danish corona passport app is the Danish version of the EU’s Digital COVID Certificate which can be used in different countries. <br>
The Danish travel restrictions classify all countries and regions around the world into four categories: green, yellow, orange and red.<br>
If you are resident in an EU or Schengen country you can enter Denmark if you are fully vaccinated, newly tested or recovered from COVID-19 (or previously infected). You can document this through your EU Digital COVID certificate or by other means of documentation.<br>
Entering this country without the EU Digital COVID certificate or with a certificate not compliant with national requirements. <br>
Countries and regions are <a href=""https://en.coronasmitte.dk/rules-and-regulations/entry-into-denmark/categorization-of-countries#heading1"">classified into 4 categories</a>  (""green"", ""yellow"", ""orange"" and ""red""), on a weekly basis, according to their epidemiological situation. The latest information on travel restrictions currently in place in Denmark are available at coronasmitte.dk <br>
Entry conditions vary according to whether the country of origin is <a href=""https://en.coronasmitte.dk/rules-and-regulations/entry-into-denmark/categorization-of-countries"">classified as yellow, orange or red</a>.<br>
- Travel from countries classified as ""orange"" or ""red"". Foreigners resident abroad and travelling from ""orange"" or ""red"" countries must demonstrate a ""worthy purpose"" to enter Denmark. 
"
Djibouti,DJI,42.182803,11.560073,"COVID-19 negative certification required for entering the country. 

Whether arriving by air, land or sea, if you are over 11 years of age, you will also be required to provide a PCR test certificate from the country where you started your journey. The test must be taken within 72 hours of the start of the journey and 120 hours of arrival in Djibouti. ","Quarantine requirement at government designated site- subject to PCR. <br>

On arrival at all entry points (land, air or sea), if you are older than 11 years, you will be tested for COVID-19.  You should not eat anything 30 minutes before your arrival at the entry point. You will have to pay for the test either by credit card, but as the credit card machines do not always work, cash (dollars, euros accepted) is a more reliable method of payment. If the result is positive you will contacted at your accommodation and be taken to a government designated quarantine hotel or hospital and remain in quarantine until you test negative. You will cover accommodation costs. <br>
COVID-19 positive cases among travelers (see also below for PCR positive testing and care): The Government will impose a mandatory 10-day quarantine in case of positive PCR test. Foreign travelers will be isolated in designated hotels at their cost. Djiboutian nationals will be isolated in other locations where food and housing will be provided for free. <br>
UN travelers’ additional provisions with regards to COVID-19: The 3-day self-quarantine upon arrival for UN personnel continues to be in place, even for negative PCR test. Fully vaccinated UN personnel is exempted from this provision. For all other cases, the DO can waive this requirement in exceptional situations.

"
